num;date;time;orig;type;action;alert;i/f_name;i/f_dir;product;sys_message:;service;s_port;src;dst
398;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.242;130.211.27.199
399;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.147;130.211.27.199
400;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.110;130.211.27.199
401;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.242;130.211.27.199
402;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.247;130.211.27.199
403;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.152;130.211.27.199
404;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.224;130.211.27.199
405;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.152;130.211.27.199
406;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.188;195.68.89.242
407;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.39;195.68.89.242
408;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.191;195.68.89.242
409;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.182;195.68.89.242
410;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.251;195.68.89.242
411;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.94;195.68.89.242
412;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.94;195.68.89.242
413;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.15;195.68.89.242
414;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.108;195.68.89.242
415;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.15;195.68.89.242
416;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.197;195.68.89.242
417;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.232;195.68.89.242
418;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.197;195.68.89.242
419;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.23;195.68.89.242
420;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.232;195.68.89.242
421;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.228;70.42.32.159
422;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.122;70.42.32.159
423;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.122;70.42.32.159
424;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.107;70.42.32.159
425;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.233;70.42.32.159
426;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.90;70.42.32.159
427;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.153;70.42.32.159
428;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.208;70.42.32.159
429;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.90;70.42.32.159
430;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.227;70.42.32.159
431;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.190;70.42.32.159
432;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.203;70.42.32.159
433;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.190;70.42.32.159
434;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.196;70.42.32.159
435;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.177;70.42.32.159
436;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.177;70.42.32.159
437;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.116;70.42.32.159
438;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.69;70.42.32.159
439;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.106;91.216.218.176
440;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.106;91.216.218.176
441;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.253;91.216.218.176
442;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.201;91.216.218.176
443;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.188;91.216.218.176
444;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.201;91.216.218.176
445;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.188;91.216.218.176
446;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.55;91.216.218.176
447;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.102;91.216.218.176
448;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.20;91.216.218.176
449;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.55;91.216.218.176
450;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.242;91.216.218.176
451;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.152;91.216.218.176
452;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.242;91.216.218.176
453;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.187;64.4.250.33
454;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.187;64.4.250.33
455;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.83;64.4.250.33
456;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.84;64.4.250.33
457;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.83;64.4.250.33
458;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.60;64.4.250.33
459;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.60;64.4.250.33
460;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.29;64.4.250.33
461;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.29;64.4.250.33
462;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.254;64.4.250.33
463;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.16;64.4.250.33
464;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.177;64.4.250.33
465;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.177;64.4.250.33
466;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.131;64.4.250.33
467;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.182;64.4.250.33
468;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.228;64.4.250.33
469;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.131;64.4.250.33
470;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.251;64.4.250.33
471;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.75;66.151.225.29
472;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.197;66.151.225.29
473;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.197;66.151.225.29
474;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.191;66.151.225.29
475;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.197;66.151.225.29
476;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.193;66.151.225.29
477;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.19;66.151.225.29
478;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.19;66.151.225.29
479;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.165;66.151.225.29
480;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.206;66.151.225.29
481;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.119;66.151.225.29
482;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.254;66.151.225.29
483;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.206;66.151.225.29
484;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.55;66.151.225.29
485;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.158;66.151.225.29
486;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.206;66.151.225.29
487;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.76;63.150.172.11
488;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.7;63.150.172.11
489;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.61;63.150.172.11
490;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.7;63.150.172.11
491;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.182;63.150.172.11
492;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.100;63.150.172.11
493;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.145;63.150.172.11
494;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.100;63.150.172.11
495;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.103;63.150.172.11
496;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.165;63.150.172.11
497;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.18;63.150.172.11
498;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.18;63.150.172.11
499;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.68;63.150.172.11
500;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.230;63.150.172.11
501;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.23;63.150.172.11
502;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.230;63.150.172.11
503;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.7.230;63.150.172.11
504;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.108;34.192.227.181
505;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.148;34.192.227.181
506;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.108;34.192.227.181
507;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.253;34.192.227.181
508;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.253;34.192.227.181
509;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.253;34.192.227.181
510;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.80;34.192.227.181
511;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.198;34.192.227.181
512;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.247;34.192.227.181
513;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.177;34.192.227.181
514;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.252;34.192.227.181
515;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.182;34.192.227.181
516;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.93;34.192.227.181
517;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.177;34.192.227.181
518;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.222;34.192.227.181
519;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.23;34.225.199.37
520;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.23;34.225.199.37
521;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.23;34.225.199.37
522;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.220;34.225.199.37
523;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.220;34.225.199.37
524;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.43;34.225.199.37
525;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.43;34.225.199.37
526;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.225;34.225.199.37
527;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.43;34.225.199.37
528;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.69;34.225.199.37
529;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.147;34.225.199.37
530;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.79;34.225.199.37
531;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.79;34.225.199.37
532;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.129;34.225.199.37
533;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.81;34.225.199.37
534;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.81;34.225.199.37
535;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.129;34.225.199.37
536;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.6;54.174.82.200
537;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.6;54.174.82.200
538;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.1.241;54.174.82.200
539;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.179;54.174.82.200
540;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.20;54.174.82.200
541;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.20;54.174.82.200
542;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.179;54.174.82.200
543;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.62;54.174.82.200
544;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.62;54.174.82.200
545;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.62;54.174.82.200
546;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.35;54.174.82.200
547;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.194;54.174.82.200
548;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.35;54.174.82.200
549;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.59;66.219.29.182
550;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.28;66.219.29.182
551;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.10.14;66.219.29.182
552;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.197;66.219.29.182
553;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.197;66.219.29.182
554;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.208;66.219.29.182
555;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.207;66.219.29.182
556;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.8.208;66.219.29.182
557;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.85;66.219.29.182
558;29Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.6.248;66.219.29.182
559;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.207;66.219.29.182
560;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.243;66.219.29.182
561;28Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.243;66.219.29.182
562;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.4;66.219.29.182
563;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.213;66.219.29.182
564;27Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.148;66.219.29.182
565;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.134;137.116.172.39
566;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.134;137.116.172.39
567;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.134;137.116.172.39
568;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.5.134;137.116.172.39
569;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.92;137.116.172.39
570;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.92;137.116.172.39
571;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.92;137.116.172.39
572;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.197;137.116.172.39
573;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.197;137.116.172.39
574;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.197;137.116.172.39
575;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.197;137.116.172.39
576;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.197;137.116.172.39
577;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.197;137.116.172.39
578;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.212;137.116.172.39
579;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.212;137.116.172.39
580;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.212;137.116.172.39
581;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.212;137.116.172.39
582;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.212;137.116.172.39
583;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.212;137.116.172.39
584;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.212;137.116.172.39
585;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.212;137.116.172.39
586;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.2.212;137.116.172.39
587;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.14;137.116.172.39
588;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.197;137.116.172.39
589;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.3.197;137.116.172.39
590;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.29;137.116.172.39
591;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.29;137.116.172.39
592;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.4.29;137.116.172.39
593;30Dec2021;00:00:00;microsoft.com;control; ;;daemon;inbound;VPN-1 & FireWall-1;;http;23456;10.0.9.213;137.116.172.39
